Year,Social Security,Social Security (GDP),Medicare,Medicare (GDP),Medicaid,Medicaid (GDP),Income security,Income security (GDP),Major health care programs,Major health care programs (GDP),Male Total Below Poverty Percent,Male Under 18 Below Poverty Percent,Male 18 to 64 Below Poverty Percent,Male 64 and Over Below Poverty Percent,Female Total Below Poverty Percent,Female Under 18 Below Poverty Percent,Female 18 to 64 Below Poverty Percent,Female 64 and Over Below Poverty Percent,Race,Sex,Average Life Expectancy (Years),Age-adjusted Death Rate,All Families Below Poverty (With and Without Children) Percent,All Families Below Poverty (Without Children) Percent
1969,26.7,2.7,6.3,0.6,2.3,0.2,6.5,0.7,7.7,0.8,10.6,13.9,6.9,20.5,13.6,14.0,10.2,29.4,All Races,Male,66.8,"1,601.4",9.7,10.8
1969,26.7,2.7,6.3,0.6,2.3,0.2,6.5,0.7,7.7,0.8,10.6,13.9,6.9,20.5,13.6,14.0,10.2,29.4,Black,Both Sexes,64.5,"1,570.4",9.7,10.8
1969,26.7,2.7,6.3,0.6,2.3,0.2,6.5,0.7,7.7,0.8,10.6,13.9,6.9,20.5,13.6,14.0,10.2,29.4,Black,Female,68.6,"1,274.9",9.7,10.8
1969,26.7,2.7,6.3,0.6,2.3,0.2,6.5,0.7,7.7,0.8,10.6,13.9,6.9,20.5,13.6,14.0,10.2,29.4,Black,Male,60.6,"1,934.4",9.7,10.8
1969,26.7,2.7,6.3,0.6,2.3,0.2,6.5,0.7,7.7,0.8,10.6,13.9,6.9,20.5,13.6,14.0,10.2,29.4,White,Both Sexes,71.4,"1,240.2",9.7,10.8
1969,26.7,2.7,6.3,0.6,2.3,0.2,6.5,0.7,7.7,0.8,10.6,13.9,6.9,20.5,13.6,14.0,10.2,29.4,White,Female,75.3,984.2,9.7,10.8
1969,26.7,2.7,6.3,0.6,2.3,0.2,6.5,0.7,7.7,0.8,10.6,13.9,6.9,20.5,13.6,14.0,10.2,29.4,White,Male,67.7,"1,570.4",9.7,10.8
1970,29.6,2.8,6.8,0.6,2.7,0.3,8.2,0.8,8.6,0.8,11.1,15.2,7.1,19.1,14.0,14.9,10.7,28.5,All Races,Both Sexes,70.8,"1,222.6",10.1,11.6
1970,29.6,2.8,6.8,0.6,2.7,0.3,8.2,0.8,8.6,0.8,11.1,15.2,7.1,19.1,14.0,14.9,10.7,28.5,All Races,Female,74.7,971.4,10.1,11.6
1970,29.6,2.8,6.8,0.6,2.7,0.3,8.2,0.8,8.6,0.8,11.1,15.2,7.1,19.1,14.0,14.9,10.7,28.5,All Races,Male,67.1,"1,542.1",10.1,11.6
1970,29.6,2.8,6.8,0.6,2.7,0.3,8.2,0.8,8.6,0.8,11.1,15.2,7.1,19.1,14.0,14.9,10.7,28.5,Black,Both Sexes,64.1,"1,518.1",10.1,11.6
1970,29.6,2.8,6.8,0.6,2.7,0.3,8.2,0.8,8.6,0.8,11.1,15.2,7.1,19.1,14.0,14.9,10.7,28.5,Black,Female,68.3,"1,228.7",10.1,11.6
1970,29.6,2.8,6.8,0.6,2.7,0.3,8.2,0.8,8.6,0.8,11.1,15.2,7.1,19.1,14.0,14.9,10.7,28.5,Black,Male,60.0,"1,873.9",10.1,11.6
1970,29.6,2.8,6.8,0.6,2.7,0.3,8.2,0.8,8.6,0.8,11.1,15.2,7.1,19.1,14.0,14.9,10.7,28.5,White,Both Sexes,71.7,"1,193.3",10.1,11.6
1970,29.6,2.8,6.8,0.6,2.7,0.3,8.2,0.8,8.6,0.8,11.1,15.2,7.1,19.1,14.0,14.9,10.7,28.5,White,Female,75.6,944.0,10.1,11.6
1970,29.6,2.8,6.8,0.6,2.7,0.3,8.2,0.8,8.6,0.8,11.1,15.2,7.1,19.1,14.0,14.9,10.7,28.5,White,Male,68.0,"1,513.7",10.1,11.6
1971,35.1,3.1,7.5,0.7,3.4,0.3,13.4,1.2,9.6,0.9,10.8,15.0,7.4,15.6,14.1,15.4,11.0,25.8,All Races,Both Sexes,71.1,"1,213.1",10.0,12.0
1971,35.1,3.1,7.5,0.7,3.4,0.3,13.4,1.2,9.6,0.9,10.8,15.0,7.4,15.6,14.1,15.4,11.0,25.8,All Races,Female,75.0,960.6,10.0,12.0
1971,35.1,3.1,7.5,0.7,3.4,0.3,13.4,1.2,9.6,0.9,10.8,15.0,7.4,15.6,14.1,15.4,11.0,25.8,All Races,Male,67.4,"1,542.5",10.0,12.0
1971,35.1,3.1,7.5,0.7,3.4,0.3,13.4,1.2,9.6,0.9,10.8,15.0,7.4,15.6,14.1,15.4,11.0,25.8,Black,Both Sexes,64.6,"1,481.3",10.0,12.0
1971,35.1,3.1,7.5,0.7,3.4,0.3,13.4,1.2,9.6,0.9,10.8,15.0,7.4,15.6,14.1,15.4,11.0,25.8,Black,Female,68.9,"1,196.8",10.0,12.0
1971,35.1,3.1,7.5,0.7,3.4,0.3,13.4,1.2,9.6,0.9,10.8,15.0,7.4,15.6,14.1,15.4,11.0,25.8,Black,Male,60.5,"1,836.1",10.0,12.0
1971,35.1,3.1,7.5,0.7,3.4,0.3,13.4,1.2,9.6,0.9,10.8,15.0,7.4,15.6,14.1,15.4,11.0,25.8,White,Both Sexes,72.0,"1,183.8",10.0,12.0
1971,35.1,3.1,7.5,0.7,3.4,0.3,13.4,1.2,9.6,0.9,10.8,15.0,7.4,15.6,14.1,15.4,11.0,25.8,White,Female,75.8,933.4,10.0,12.0
1971,35.1,3.1,7.5,0.7,3.4,0.3,13.4,1.2,9.6,0.9,10.8,15.0,7.4,15.6,14.1,15.4,11.0,25.8,White,Male,68.3,"1,514.4",10.0,12.0
1972,39.4,3.2,8.4,0.7,4.6,0.4,16.4,1.4,11.6,1.0,10.2,14.9,6.9,13.1,13.4,15.3,10.7,22.4,All Races,Both Sexes,71.2,"1,214.8",9.3,11.8
1972,39.4,3.2,8.4,0.7,4.6,0.4,16.4,1.4,11.6,1.0,10.2,14.9,6.9,13.1,13.4,15.3,10.7,22.4,All Races,Female,75.1,958.7,9.3,11.8
1972,39.4,3.2,8.4,0.7,4.6,0.4,16.4,1.4,11.6,1.0,10.2,14.9,6.9,13.1,13.4,15.3,10.7,22.4,All Races,Male,67.4,"1,551.1",9.3,11.8
1972,39.4,3.2,8.4,0.7,4.6,0.4,16.4,1.4,11.6,1.0,10.2,14.9,6.9,13.1,13.4,15.3,10.7,22.4,Black,Both Sexes,64.7,"1,486.3",9.3,11.8
1972,39.4,3.2,8.4,0.7,4.6,0.4,16.4,1.4,11.6,1.0,10.2,14.9,6.9,13.1,13.4,15.3,10.7,22.4,Black,Female,69.1,"1,181.2",9.3,11.8
1972,39.4,3.2,8.4,0.7,4.6,0.4,16.4,1.4,11.6,1.0,10.2,14.9,6.9,13.1,13.4,15.3,10.7,22.4,Black,Male,60.4,"1,871.8",9.3,11.8
1972,39.4,3.2,8.4,0.7,4.6,0.4,16.4,1.4,11.6,1.0,10.2,14.9,6.9,13.1,13.4,15.3,10.7,22.4,White,Both Sexes,72.0,"1,185.3",9.3,11.8
1972,39.4,3.2,8.4,0.7,4.6,0.4,16.4,1.4,11.6,1.0,10.2,14.9,6.9,13.1,13.4,15.3,10.7,22.4,White,Female,75.9,932.9,9.3,11.8
1972,39.4,3.2,8.4,0.7,4.6,0.4,16.4,1.4,11.6,1.0,10.2,14.9,6.9,13.1,13.4,15.3,10.7,22.4,White,Male,68.3,"1,520.2",9.3,11.8
1973,48.2,3.6,9.0,0.7,4.6,0.3,14.5,1.1,12.2,0.9,9.6,14.3,6.2,12.1,12.5,14.6,10.0,19.2,All Races,Both Sexes,71.4,"1,201.2",8.8,11.4
1973,48.2,3.6,9.0,0.7,4.6,0.3,14.5,1.1,12.2,0.9,9.6,14.3,6.2,12.1,12.5,14.6,10.0,19.2,All Races,Female,75.3,947.8,8.8,11.4
1973,48.2,3.6,9.0,0.7,4.6,0.3,14.5,1.1,12.2,0.9,9.6,14.3,6.2,12.1,12.5,14.6,10.0,19.2,All Races,Male,67.6,"1,537.5",8.8,11.4
1973,48.2,3.6,9.0,0.7,4.6,0.3,14.5,1.1,12.2,0.9,9.6,14.3,6.2,12.1,12.5,14.6,10.0,19.2,Black,Both Sexes,65.0,"1,473.3",8.8,11.4
1973,48.2,3.6,9.0,0.7,4.6,0.3,14.5,1.1,12.2,0.9,9.6,14.3,6.2,12.1,12.5,14.6,10.0,19.2,Black,Female,69.3,"1,179.7",8.8,11.4
1973,48.2,3.6,9.0,0.7,4.6,0.3,14.5,1.1,12.2,0.9,9.6,14.3,6.2,12.1,12.5,14.6,10.0,19.2,Black,Male,60.9,"1,849.5",8.8,11.4
1973,48.2,3.6,9.0,0.7,4.6,0.3,14.5,1.1,12.2,0.9,9.6,14.3,6.2,12.1,12.5,14.6,10.0,19.2,White,Both Sexes,72.2,"1,171.5",8.8,11.4
1973,48.2,3.6,9.0,0.7,4.6,0.3,14.5,1.1,12.2,0.9,9.6,14.3,6.2,12.1,12.5,14.6,10.0,19.2,White,Female,76.1,921.4,8.8,11.4
1973,48.2,3.6,9.0,0.7,4.6,0.3,14.5,1.1,12.2,0.9,9.6,14.3,6.2,12.1,12.5,14.6,10.0,19.2,White,Male,68.5,"1,507.2",8.8,11.4
1974,55,3.7,10.7,0.7,5.8,0.4,17.4,1.2,14.8,1.0,9.8,15.4,6.5,10.8,12.5,15.3,10.0,17.3,All Races,Both Sexes,72.0,"1,151.8",8.8,12.1
1974,55,3.7,10.7,0.7,5.8,0.4,17.4,1.2,14.8,1.0,9.8,15.4,6.5,10.8,12.5,15.3,10.0,17.3,All Races,Female,75.9,907.5,8.8,12.1
1974,55,3.7,10.7,0.7,5.8,0.4,17.4,1.2,14.8,1.0,9.8,15.4,6.5,10.8,12.5,15.3,10.0,17.3,All Races,Male,68.2,"1,478.5",8.8,12.1
1974,55,3.7,10.7,0.7,5.8,0.4,17.4,1.2,14.8,1.0,9.8,15.4,6.5,10.8,12.5,15.3,10.0,17.3,Black,Both Sexes,66.0,"1,397.7",8.8,12.1
1974,55,3.7,10.7,0.7,5.8,0.4,17.4,1.2,14.8,1.0,9.8,15.4,6.5,10.8,12.5,15.3,10.0,17.3,Black,Female,70.3,"1,109.7",8.8,12.1
1974,55,3.7,10.7,0.7,5.8,0.4,17.4,1.2,14.8,1.0,9.8,15.4,6.5,10.8,12.5,15.3,10.0,17.3,Black,Male,61.7,"1,769.5",8.8,12.1
1974,55,3.7,10.7,0.7,5.8,0.4,17.4,1.2,14.8,1.0,9.8,15.4,6.5,10.8,12.5,15.3,10.0,17.3,White,Both Sexes,72.8,"1,125.2",8.8,12.1
1974,55,3.7,10.7,0.7,5.8,0.4,17.4,1.2,14.8,1.0,9.8,15.4,6.5,10.8,12.5,15.3,10.0,17.3,White,Female,76.7,884.2,8.8,12.1
1974,55,3.7,10.7,0.7,5.8,0.4,17.4,1.2,14.8,1.0,9.8,15.4,6.5,10.8,12.5,15.3,10.0,17.3,White,Male,69.0,"1,450.8",8.8,12.1
1975,63.6,4.0,14.1,0.9,6.8,0.4,28.9,1.8,19.1,1.2,10.7,16.8,7.2,11.4,13.8,17.4,11.1,18.1,All Races,Both Sexes,72.6,"1,094.4",9.7,13.3
1975,63.6,4.0,14.1,0.9,6.8,0.4,28.9,1.8,19.1,1.2,10.7,16.8,7.2,11.4,13.8,17.4,11.1,18.1,All Races,Female,76.6,855.1,9.7,13.3
1975,63.6,4.0,14.1,0.9,6.8,0.4,28.9,1.8,19.1,1.2,10.7,16.8,7.2,11.4,13.8,17.4,11.1,18.1,All Races,Male,68.8,"1,417.4",9.7,13.3
1975,63.6,4.0,14.1,0.9,6.8,0.4,28.9,1.8,19.1,1.2,10.7,16.8,7.2,11.4,13.8,17.4,11.1,18.1,Black,Both Sexes,66.8,"1,327.5",9.7,13.3
1975,63.6,4.0,14.1,0.9,6.8,0.4,28.9,1.8,19.1,1.2,10.7,16.8,7.2,11.4,13.8,17.4,11.1,18.1,Black,Female,71.3,"1,042.4",9.7,13.3
1975,63.6,4.0,14.1,0.9,6.8,0.4,28.9,1.8,19.1,1.2,10.7,16.8,7.2,11.4,13.8,17.4,11.1,18.1,Black,Male,62.4,"1,697.0",9.7,13.3
1975,63.6,4.0,14.1,0.9,6.8,0.4,28.9,1.8,19.1,1.2,10.7,16.8,7.2,11.4,13.8,17.4,11.1,18.1,White,Both Sexes,73.4,"1,069.4",9.7,13.3
1975,63.6,4.0,14.1,0.9,6.8,0.4,28.9,1.8,19.1,1.2,10.7,16.8,7.2,11.4,13.8,17.4,11.1,18.1,White,Female,77.3,834.1,9.7,13.3
1975,63.6,4.0,14.1,0.9,6.8,0.4,28.9,1.8,19.1,1.2,10.7,16.8,7.2,11.4,13.8,17.4,11.1,18.1,White,Male,69.5,"1,391.1",9.7,13.3
1976,72.7,4.1,16.9,0.9,8.6,0.5,37.6,2.1,23.6,1.3,10.1,15.8,6.9,10.8,13.4,16.3,11.0,17.9,All Races,Both Sexes,72.9,"1,084.1",9.4,12.9
1976,72.7,4.1,16.9,0.9,8.6,0.5,37.6,2.1,23.6,1.3,10.1,15.8,6.9,10.8,13.4,16.3,11.0,17.9,All Races,Female,76.8,849.4,9.4,12.9
1976,72.7,4.1,16.9,0.9,8.6,0.5,37.6,2.1,23.6,1.3,10.1,15.8,6.9,10.8,13.4,16.3,11.0,17.9,All Races,Male,69.1,"1,404.3",9.4,12.9
1976,72.7,4.1,16.9,0.9,8.6,0.5,37.6,2.1,23.6,1.3,10.1,15.8,6.9,10.8,13.4,16.3,11.0,17.9,Black,Both Sexes,67.2,"1,311.2",9.4,12.9
1976,72.7,4.1,16.9,0.9,8.6,0.5,37.6,2.1,23.6,1.3,10.1,15.8,6.9,10.8,13.4,16.3,11.0,17.9,Black,Female,71.6,"1,031.2",9.4,12.9
1976,72.7,4.1,16.9,0.9,8.6,0.5,37.6,2.1,23.6,1.3,10.1,15.8,6.9,10.8,13.4,16.3,11.0,17.9,Black,Male,62.9,"1,676.0",9.4,12.9
1976,72.7,4.1,16.9,0.9,8.6,0.5,37.6,2.1,23.6,1.3,10.1,15.8,6.9,10.8,13.4,16.3,11.0,17.9,White,Both Sexes,73.6,"1,060.0",9.4,12.9
1976,72.7,4.1,16.9,0.9,8.6,0.5,37.6,2.1,23.6,1.3,10.1,15.8,6.9,10.8,13.4,16.3,11.0,17.9,White,Female,77.5,828.9,9.4,12.9
1976,72.7,4.1,16.9,0.9,8.6,0.5,37.6,2.1,23.6,1.3,10.1,15.8,6.9,10.8,13.4,16.3,11.0,17.9,White,Male,69.9,"1,379.5",9.4,12.9
1977,83.7,4.1,20.8,1.0,9.9,0.5,34.5,1.7,28.5,1.4,10.0,16.0,6.8,10.5,13.0,16.4,10.7,16.7,All Races,Both Sexes,73.3,"1,051.6",9.3,12.9
1977,83.7,4.1,20.8,1.0,9.9,0.5,34.5,1.7,28.5,1.4,10.0,16.0,6.8,10.5,13.0,16.4,10.7,16.7,All Races,Female,77.2,820.7,9.3,12.9
1977,83.7,4.1,20.8,1.0,9.9,0.5,34.5,1.7,28.5,1.4,10.0,16.0,6.8,10.5,13.0,16.4,10.7,16.7,All Races,Male,69.5,"1,369.3",9.3,12.9
1977,83.7,4.1,20.8,1.0,9.9,0.5,34.5,1.7,28.5,1.4,10.0,16.0,6.8,10.5,13.0,16.4,10.7,16.7,Black,Both Sexes,67.7,"1,286.0",9.3,12.9
1977,83.7,4.1,20.8,1.0,9.9,0.5,34.5,1.7,28.5,1.4,10.0,16.0,6.8,10.5,13.0,16.4,10.7,16.7,Black,Female,72.0,"1,012.2",9.3,12.9
1977,83.7,4.1,20.8,1.0,9.9,0.5,34.5,1.7,28.5,1.4,10.0,16.0,6.8,10.5,13.0,16.4,10.7,16.7,Black,Male,63.4,"1,647.9",9.3,12.9
1977,83.7,4.1,20.8,1.0,9.9,0.5,34.5,1.7,28.5,1.4,10.0,16.0,6.8,10.5,13.0,16.4,10.7,16.7,White,Both Sexes,74.0,"1,027.1",9.3,12.9
1977,83.7,4.1,20.8,1.0,9.9,0.5,34.5,1.7,28.5,1.4,10.0,16.0,6.8,10.5,13.0,16.4,10.7,16.7,White,Female,77.9,799.7,9.3,12.9
1977,83.7,4.1,20.8,1.0,9.9,0.5,34.5,1.7,28.5,1.4,10.0,16.0,6.8,10.5,13.0,16.4,10.7,16.7,White,Male,70.2,"1,343.5",9.3,12.9
1978,92.4,4.1,24.3,1.1,10.7,0.5,32.0,1.4,32.5,1.4,9.6,15.5,6.6,10.0,13.0,16.4,10.7,16.7,All Races,Both Sexes,73.5,"1,043.7",9.1,12.8
1978,92.4,4.1,24.3,1.1,10.7,0.5,32.0,1.4,32.5,1.4,9.6,15.5,6.6,10.0,13.0,16.4,10.7,16.7,All Races,Female,77.3,816.4,9.1,12.8
1978,92.4,4.1,24.3,1.1,10.7,0.5,32.0,1.4,32.5,1.4,9.6,15.5,6.6,10.0,13.0,16.4,10.7,16.7,All Races,Male,69.6,"1,358.1",9.1,12.8
1978,92.4,4.1,24.3,1.1,10.7,0.5,32.0,1.4,32.5,1.4,9.6,15.5,6.6,10.0,13.0,16.4,10.7,16.7,Black,Both Sexes,68.1,"1,267.7",9.1,12.8
1978,92.4,4.1,24.3,1.1,10.7,0.5,32.0,1.4,32.5,1.4,9.6,15.5,6.6,10.0,13.0,16.4,10.7,16.7,Black,Female,72.4,995.1,9.1,12.8
1978,92.4,4.1,24.3,1.1,10.7,0.5,32.0,1.4,32.5,1.4,9.6,15.5,6.6,10.0,13.0,16.4,10.7,16.7,Black,Male,63.7,"1,626.9",9.1,12.8
1978,92.4,4.1,24.3,1.1,10.7,0.5,32.0,1.4,32.5,1.4,9.6,15.5,6.6,10.0,13.0,16.4,10.7,16.7,White,Both Sexes,74.1,"1,020.1",9.1,12.8
1978,92.4,4.1,24.3,1.1,10.7,0.5,32.0,1.4,32.5,1.4,9.6,15.5,6.6,10.0,13.0,16.4,10.7,16.7,White,Female,78.0,796.6,9.1,12.8
1978,92.4,4.1,24.3,1.1,10.7,0.5,32.0,1.4,32.5,1.4,9.6,15.5,6.6,10.0,13.0,16.4,10.7,16.7,White,Male,70.4,"1,332.5",9.1,12.8
1979,102.6,4.0,28.2,1.1,12.4,0.5,32.1,1.3,37.9,1.5,10.1,16.2,6.9,11.2,13.2,16.6,10.8,18.0,All Races,Both Sexes,73.9,"1,010.6",9.2,12.6
1979,102.6,4.0,28.2,1.1,12.4,0.5,32.1,1.3,37.9,1.5,10.1,16.2,6.9,11.2,13.2,16.6,10.8,18.0,All Races,Female,77.8,789.9,9.2,12.6
1979,102.6,4.0,28.2,1.1,12.4,0.5,32.1,1.3,37.9,1.5,10.1,16.2,6.9,11.2,13.2,16.6,10.8,18.0,All Races,Male,70.0,"1,316.2",9.2,12.6
1979,102.6,4.0,28.2,1.1,12.4,0.5,32.1,1.3,37.9,1.5,10.1,16.2,6.9,11.2,13.2,16.6,10.8,18.0,Black,Both Sexes,68.5,"1,238.5",9.2,12.6
1979,102.6,4.0,28.2,1.1,12.4,0.5,32.1,1.3,37.9,1.5,10.1,16.2,6.9,11.2,13.2,16.6,10.8,18.0,Black,Female,72.9,967.1,9.2,12.6
1979,102.6,4.0,28.2,1.1,12.4,0.5,32.1,1.3,37.9,1.5,10.1,16.2,6.9,11.2,13.2,16.6,10.8,18.0,Black,Male,64.0,"1,601.5",9.2,12.6
1979,102.6,4.0,28.2,1.1,12.4,0.5,32.1,1.3,37.9,1.5,10.1,16.2,6.9,11.2,13.2,16.6,10.8,18.0,White,Both Sexes,74.6,986.8,9.2,12.6
1979,102.6,4.0,28.2,1.1,12.4,0.5,32.1,1.3,37.9,1.5,10.1,16.2,6.9,11.2,13.2,16.6,10.8,18.0,White,Female,78.4,770.1,9.2,12.6
1979,102.6,4.0,28.2,1.1,12.4,0.5,32.1,1.3,37.9,1.5,10.1,16.2,6.9,11.2,13.2,16.6,10.8,18.0,White,Male,70.8,"1,289.5",9.2,12.6
1980,117.1,4.2,34.0,1.2,14.0,0.5,44.3,1.6,45.0,1.6,11.2,18.1,7.9,10.9,14.7,18.6,12.1,19.0,All Races,Both Sexes,73.7,"1,038.7",10.3,14.7
1980,117.1,4.2,34.0,1.2,14.0,0.5,44.3,1.6,45.0,1.6,11.2,18.1,7.9,10.9,14.7,18.6,12.1,19.0,All Races,Female,77.4,817.7,10.3,14.7
1980,117.1,4.2,34.0,1.2,14.0,0.5,44.3,1.6,45.0,1.6,11.2,18.1,7.9,10.9,14.7,18.6,12.1,19.0,All Races,Male,70.0,"1,347.6",10.3,14.7
1980,117.1,4.2,34.0,1.2,14.0,0.5,44.3,1.6,45.0,1.6,11.2,18.1,7.9,10.9,14.7,18.6,12.1,19.0,Black,Both Sexes,68.1,"1,312.9",10.3,14.7
1980,117.1,4.2,34.0,1.2,14.0,0.5,44.3,1.6,45.0,1.6,11.2,18.1,7.9,10.9,14.7,18.6,12.1,19.0,Black,Female,72.5,"1,031.8",10.3,14.7
1980,117.1,4.2,34.0,1.2,14.0,0.5,44.3,1.6,45.0,1.6,11.2,18.1,7.9,10.9,14.7,18.6,12.1,19.0,Black,Male,63.8,"1,695.5",10.3,14.7
1980,117.1,4.2,34.0,1.2,14.0,0.5,44.3,1.6,45.0,1.6,11.2,18.1,7.9,10.9,14.7,18.6,12.1,19.0,White,Both Sexes,74.4,"1,012.5",10.3,14.7
